orderid,custid,sellerid,odate,ototal,ordsatisfac,delsatisfac
29034,3938,3,2022-03-21,19689.00,5,4
29035,3939,7,2022-03-21,18074.00,4,5
29036,3940,7,2022-03-21,19485.00,3,3
29037,3941,3,2022-03-21,27143.00,5,2
29038,3942,14,2022-03-22,19.80,,
29039,3943,14,2022-03-22,27138.00,5,4
29040,3944,11,2022-03-22,14.85,,
29041,3945,6,2022-03-23,18990.00,5,5
29042,3946,6,2022-03-23,19069.00,5,5
29043,3948,9,2022-03-24,28694.00,3,3
29044,3949,7,2022-03-24,26985.00,5,1
29045,3950,9,2022-03-24,29143.00,5,2
29046,3951,8,2022-03-24,27101.90,5,3
29047,3952,7,2022-03-24,25773.00,5,5
29048,3953,11,2022-03-25,29222.00,4,5
29049,3954,3,2022-03-25,25569.00,5,3
29050,3955,13,2022-03-25,25527.95,5,3
29051,3956,9,2022-03-25,18458.85,4,3
29052,3957,1,2022-03-25,26256.70,5,5
29053,3958,13,2022-03-25,19768.00,5,3
29054,3959,1,2022-03-25,20231.85,5,5
29055,3960,9,2022-03-25,18523.00,3,3
29056,3961,7,2022-03-25,19672.70,5,5
29057,3962,6,2022-03-25,18074.00,5,5
29058,3964,1,2022-03-26,24.75,,
29059,3965,8,2022-03-26,28478.65,4,5
29060,3966,11,2022-03-26,20217.00,4,4
29061,3967,12,2022-03-26,25074.00,5,5
29062,3968,7,2022-03-26,79.00,,
29063,3970,7,2022-03-26,700.85,,
29064,3971,8,2022-03-26,25990.00,5,5
29065,3972,13,2022-03-26,449.00,,
29066,3973,11,2022-03-26,28074.00,2,5
29067,3974,1,2022-03-26,18731.95,4,5
29068,3975,12,2022-03-26,26148.00,2,5
29069,3976,1,2022-03-26,19485.00,5,5
29070,3977,1,2022-03-26,26564.00,5,3
29071,3978,7,2022-03-26,25074.00,3,5
29072,3979,8,2022-03-26,26689.00,5,5
29073,3980,9,2022-03-26,19143.00,1,5
29074,3981,1,2022-03-26,26069.00,5,4
29075,3982,6,2022-03-26,25523.00,2,1
29076,3983,9,2022-03-26,29.70,,
29077,3984,6,2022-03-26,25458.85,5,1
29078,3985,6,2022-03-27,25797.75,5,5
29079,3986,3,2022-03-27,26955.70,5,3
29080,3987,12,2022-03-27,26782.85,5,2
29081,3988,15,2022-03-27,27995.00,5,5
29082,3991,3,2022-03-27,25990.00,5,5
29083,3992,6,2022-03-27,26167.80,5,5
29084,3993,15,2022-03-27,17995.00,5,4
29085,3994,12,2022-03-28,25694.00,5,5
29086,3995,14,2022-03-28,26985.00,5,5
29087,3996,9,2022-03-28,18773.00,5,4
29088,3997,14,2022-03-28,26004.85,4,5
29089,3998,15,2022-03-28,24.75,,
29090,3999,3,2022-03-29,25519.70,4,1
29091,4000,11,2022-03-29,19439.00,2,5
29092,4001,14,2022-03-30,26088.80,5,5
29093,4003,1,2022-03-31,26227.00,2,2
29094,4004,9,2022-03-31,93.85,,
29095,4005,3,2022-04-01,29458.80,3,5
29096,4006,3,2022-04-01,449.00,,
29097,4007,3,2022-04-01,26994.90,5,5
29098,4009,9,2022-04-01,26703.85,5,5
29099,4010,6,2022-04-01,20064.00,5,5
29100,4011,1,2022-04-01,26439.00,5,5
29101,4012,8,2022-04-01,25990.00,5,5
29102,4013,6,2022-04-01,26019.70,1,3
29103,4014,8,2022-04-02,30263.00,5,3
29104,4015,8,2022-04-02,26537.80,5,5
29105,4016,14,2022-04-02,25029.65,5,5
29106,4017,12,2022-04-02,19143.00,5,5
29107,4018,9,2022-04-02,88.90,,
29108,4019,9,2022-04-02,18694.00,5,4
29109,4021,13,2022-04-02,18009.85,5,3
29110,4022,12,2022-04-02,18939.00,2,4
29111,4023,7,2022-04-02,19722.00,5,5
29112,4024,12,2022-04-02,25569.00,5,5
29113,4025,3,2022-04-02,28478.65,2,5
29114,4026,12,2022-04-02,19458.80,5,5
29115,4027,7,2022-04-02,18093.80,2,5
29116,4028,1,2022-04-02,19662.80,5,5
29117,4029,12,2022-04-02,453.95,,
29118,4030,6,2022-04-02,27532.80,5,5
29119,4031,3,2022-04-03,25939.00,5,5
29120,4032,13,2022-04-03,18014.80,2,3
29121,4033,3,2022-04-03,18251.80,5,5
29122,4034,9,2022-04-03,28074.00,5,1
29123,4035,8,2022-04-03,26989.95,5,5
29124,4036,7,2022-04-03,20088.75,1,5
29125,4037,13,2022-04-03,28694.00,5,5
29126,4038,15,2022-04-03,28931.00,2,2
29127,4039,7,2022-04-03,26792.75,5,5
29128,4040,12,2022-04-03,27434.00,5,5
29129,4041,13,2022-04-03,25990.00,5,5
29130,4042,14,2022-04-04,26073.95,4,5
29131,4043,15,2022-04-04,544.00,,
29132,4044,9,2022-04-04,79.00,,
29133,4045,7,2022-04-04,19088.80,5,5
29134,4046,3,2022-04-04,27434.00,5,5
29135,4048,15,2022-04-04,28074.00,5,5
29136,4049,15,2022-04-04,27995.00,4,5
29137,4050,3,2022-04-04,19499.85,4,4
29138,4051,15,2022-04-04,79.00,,
29139,4052,7,2022-04-04,18103.70,1,4
29140,4053,11,2022-04-05,18444.00,5,5
29141,4054,11,2022-04-05,28463.80,5,3
29142,4055,3,2022-04-05,9.90,,
29143,4056,14,2022-04-05,18074.00,3,2
29144,4057,6,2022-04-06,18931.00,1,5
29145,4058,8,2022-04-06,28990.00,1,2
29146,4059,14,2022-04-06,26088.80,1,5
29147,4060,6,2022-04-06,24.75,,
29148,4061,8,2022-04-06,27995.00,5,5
29149,4062,11,2022-04-06,24995.00,4,4
29150,4063,6,2022-04-07,17995.00,5,5
29151,4065,6,2022-04-07,18990.00,2,5
29152,4066,1,2022-04-07,19009.80,5,5
29153,4067,8,2022-04-08,26578.85,5,5
29154,4068,9,2022-04-08,79.00,,
29155,4069,3,2022-04-08,30943.85,4,5
29156,4070,8,2022-04-08,19652.90,2,5
29157,4072,11,2022-04-08,29689.00,5,3
29158,4073,3,2022-04-08,25499.90,5,1
29159,4074,3,2022-04-08,19662.75,5,4
29160,4076,13,2022-04-09,18718.75,2,5
29161,4077,1,2022-04-09,26527.90,5,5
29162,4078,6,2022-04-09,24995.00,5,5
29163,4079,1,2022-04-09,26162.80,5,5
29164,4080,8,2022-04-09,30263.00,5,
29165,4081,11,2022-04-09,29689.00,5,2
29166,4082,8,2022-04-09,30198.85,5,4
29167,4084,3,2022-04-09,18098.75,3,5
29168,4085,3,2022-04-09,18458.85,5,5
29169,4088,6,2022-04-09,28773.00,5,
29170,4089,6,2022-04-09,26069.00,5,5
29171,4090,1,2022-04-09,26953.80,1,5
29172,4091,1,2022-04-09,19768.00,5,5
29173,4092,15,2022-04-09,27004.80,4,5
29174,4093,11,2022-04-09,26014.75,5,5
29175,4094,6,2022-04-10,29797.70,5,5
29176,4095,1,2022-04-10,30138.00,3,2
29177,4096,7,2022-04-10,18990.00,5,2
29178,4097,6,2022-04-10,26069.00,5,5
29179,4098,15,2022-04-10,29.70,,
29180,4099,13,2022-04-10,27995.00,5,4
29181,4101,6,2022-04-10,19103.65,5,5
29182,4102,12,2022-04-11,26938.95,5,3
29183,4103,15,2022-04-11,29693.95,5,
29184,4104,7,2022-04-11,26689.00,5,5
29185,4105,3,2022-04-11,19439.00,5,5
29186,4106,14,2022-04-11,26985.00,3,4
29187,4107,9,2022-04-11,34.65,,
29188,4108,15,2022-04-11,27995.00,2,
29189,4109,9,2022-04-11,25990.00,3,5
29190,4110,3,2022-04-12,26463.75,5,3
29191,4111,3,2022-04-12,26222.00,5,2
29192,4112,3,2022-04-12,26518.00,5,5
29193,4113,3,2022-04-12,25444.00,5,
29194,4114,8,2022-04-13,20226.90,5,5
29195,4115,11,2022-04-13,19985.00,5,5
29196,4116,11,2022-04-13,29143.00,5,
29197,4117,8,2022-04-13,19985.00,2,5
29198,4118,6,2022-04-13,18999.90,2,5
29199,4119,11,2022-04-13,19439.00,5,5
29200,4120,11,2022-04-13,19143.00,5,1
29201,4121,7,2022-04-14,19246.80,2,2
29202,4122,7,2022-04-14,19069.00,4,
29203,4123,8,2022-04-14,19564.00,3,5
29204,4124,9,2022-04-14,18694.00,5,2
29205,4125,11,2022-04-14,29004.85,5,
29206,4126,7,2022-04-15,19439.00,5,5
29207,4127,6,2022-04-15,25093.80,5,2
29208,4128,1,2022-04-15,25523.00,5,5
29209,4129,1,2022-04-15,19.80,,
29210,4130,7,2022-04-15,26485.00,5,5
29211,4131,1,2022-04-15,29453.85,5,5
29212,4132,8,2022-04-15,25694.00,5,5
29213,4133,8,2022-04-15,17995.00,2,5
29214,4134,1,2022-04-15,26143.00,5,5
29215,4135,8,2022-04-15,19861.85,4,4
29216,4136,13,2022-04-16,95.00,,
29217,4137,7,2022-04-16,25990.00,5,5
29218,4138,6,2022-04-16,26088.80,5,5
29219,4139,11,2022-04-16,18990.00,5,5
29220,4140,7,2022-04-16,19796.00,4,5
29221,4141,6,2022-04-16,30152.85,5,
29222,4142,7,2022-04-16,25490.00,1,5
29223,4143,7,2022-04-16,19564.00,3,
29224,4144,7,2022-04-16,18074.00,4,5
29225,4145,6,2022-04-16,18453.90,1,5
29226,4148,3,2022-04-16,29439.00,5,4
29227,4149,3,2022-04-16,27017.95,5,5
29228,4150,3,2022-04-16,19147.95,5,4
29229,4151,6,2022-04-17,25088.85,5,
29230,4153,7,2022-04-17,449.00,,
29231,4154,13,2022-04-17,25694.00,5,3
29232,4155,9,2022-04-17,26950.75,5,5
29233,4156,7,2022-04-17,26698.90,5,5
29234,4157,13,2022-04-17,29689.00,5,5
29235,4158,13,2022-04-17,19439.00,5,2
29236,4159,7,2022-04-17,26439.00,5,4
29237,4160,12,2022-04-18,21258.00,5,5
29238,4161,3,2022-04-18,18093.80,4,5
29239,4162,7,2022-04-18,19014.75,5,5
29240,4164,12,2022-04-18,26485.00,5,5
29241,4165,12,2022-04-18,19088.80,5,5
29242,4166,12,2022-04-18,19162.80,4,5
29243,4167,9,2022-04-18,24.75,,
29244,4168,9,2022-04-18,4.95,,
29245,4169,12,2022-04-18,25990.00,5,5
29246,4170,3,2022-04-19,19439.00,4,5
29247,4171,3,2022-04-19,29069.00,5,
29248,4172,11,2022-04-19,28999.90,5,
29249,4173,14,2022-04-19,14.85,,
29250,4174,3,2022-04-19,30147.90,5,
29251,4175,3,2022-04-19,18009.85,5,5
29252,4176,3,2022-04-19,27047.65,5,5
29253,4177,8,2022-04-20,30064.00,5,
29254,4178,11,2022-04-20,28718.75,5,
29255,4179,11,2022-04-20,28990.00,5,5
29256,4180,6,2022-04-20,27782.80,3,5
29257,4181,6,2022-04-20,19537.80,5,3
29258,4182,11,2022-04-20,29676.00,5,
29259,4183,8,2022-04-20,29268.00,5,
29260,4184,14,2022-04-20,27592.00,4,4
29261,4185,8,2022-04-20,31628.00,5,
29262,4186,6,2022-04-21,18990.00,5,5
29263,4187,8,2022-04-21,19069.00,4,4
29264,4188,11,2022-04-21,26689.00,4,5
29265,4189,7,2022-04-21,25490.00,5,
29266,4190,8,2022-04-21,29787.80,1,
29267,4191,8,2022-04-21,30263.00,5,
29268,4192,8,2022-04-21,27004.80,5,5
29269,4193,3,2022-04-22,30633.00,5,
29270,4194,3,2022-04-22,29439.00,5,5
29271,4195,1,2022-04-22,28162.90,5,
29272,4196,8,2022-04-22,29662.80,1,
29273,4197,6,2022-04-22,18787.85,5,
29274,4198,3,2022-04-22,19.80,,
29275,4199,6,2022-04-22,19439.00,5,
29276,4200,14,2022-04-22,26088.80,5,
29277,4201,6,2022-04-22,19689.00,5,
29278,4202,9,2022-04-22,19537.80,5,
29279,4203,1,2022-04-22,18029.65,5,5
29280,4204,9,2022-04-22,30138.00,5,
29281,4205,1,2022-04-22,18074.00,5,
29282,4206,7,2022-04-22,17995.00,5,
29283,4207,7,2022-04-22,19564.00,5,
29284,4208,6,2022-04-22,19069.00,5,3
29285,4209,8,2022-04-22,30342.00,5,
29286,4210,9,2022-04-22,24.75,,
29287,4211,13,2022-04-22,79.00,,
29288,4212,7,2022-04-23,20513.00,5,5
29289,4213,6,2022-04-23,26532.85,5,5
29290,4215,8,2022-04-23,18014.80,5,
29291,4216,11,2022-04-23,29.70,,
29292,4217,15,2022-04-23,18713.80,5,2
29293,4218,15,2022-04-23,18694.00,5,5
29294,4219,7,2022-04-23,29078.90,5,
29295,4220,12,2022-04-23,18504.85,1,5
29296,4221,12,2022-04-23,30342.00,2,
29297,4222,15,2022-04-23,18004.90,5,
29298,4223,14,2022-04-23,19532.85,5,
29299,4224,9,2022-04-23,18478.65,5,
29300,4225,6,2022-04-23,28246.65,5,
29301,4226,8,2022-04-23,28093.80,5,
29302,4227,8,2022-04-23,18014.80,5,
29303,4230,13,2022-04-23,18990.00,5,3
29304,4231,6,2022-04-23,26439.00,4,5
29305,4232,3,2022-04-23,28188.90,5,5
29306,4233,6,2022-04-23,18990.00,5,4
29307,4234,13,2022-04-23,28552.70,5,5
29308,4235,6,2022-04-23,19148.00,5,
29309,4236,3,2022-04-24,26968.65,5,
29310,4237,8,2022-04-24,25024.70,5,4
29311,4238,8,2022-04-24,18009.85,5,4
29312,4239,13,2022-04-24,18990.00,4,
29313,4240,15,2022-04-24,28694.00,5,
29314,4241,8,2022-04-24,25444.00,2,5
29315,4242,1,2022-04-24,25444.00,5,
29316,4243,15,2022-04-24,18444.00,5,
29317,4244,7,2022-04-24,26018.00,1,5
29318,4245,9,2022-04-24,26088.80,5,5
29319,4246,6,2022-04-24,24995.00,5,3
29320,4247,7,2022-04-24,28267.90,5,5
29321,4248,12,2022-04-24,9.90,,
29322,4249,8,2022-04-24,20263.00,5,5
29323,4250,1,2022-04-24,26768.00,5,5
29324,4251,1,2022-04-24,25014.80,5,5
29325,4252,12,2022-04-24,26148.00,5,
29326,4254,12,2022-04-24,28074.00,5,
29327,4255,7,2022-04-24,26078.90,5,
29328,4257,15,2022-04-24,17995.00,5,3
29329,4258,3,2022-04-24,26999.85,5,5
29330,4259,15,2022-04-24,18694.00,5,
29331,4260,7,2022-04-24,19069.00,4,
29332,4261,3,2022-04-24,27995.00,5,
29333,4262,12,2022-04-24,30208.75,5,5
29334,4263,7,2022-04-24,24995.00,5,5
29335,4264,6,2022-04-24,25990.00,5,4
29336,4265,3,2022-04-25,26934.00,5,4
29337,4266,3,2022-04-25,20064.00,4,
29338,4267,9,2022-04-25,17995.00,4,
29339,4268,15,2022-04-25,28004.90,5,
29340,4269,3,2022-04-26,28037.70,5,
29341,4270,11,2022-04-26,19689.00,5,
29342,4271,11,2022-04-26,27152.85,5,
29343,4272,8,2022-04-27,20499.80,5,5
29344,4273,11,2022-04-27,18463.80,4,5
29345,4274,11,2022-04-27,29693.95,5,
29346,4275,1,2022-04-28,26935.90,5,5
29347,4276,6,2022-04-28,17995.00,5,3
29348,4277,9,2022-04-28,28468.75,5,
29349,4278,8,2022-04-29,25024.70,5,5
29350,4279,6,2022-04-29,26537.80,5,
29351,4280,6,2022-04-29,19597.00,5,5
29352,4281,7,2022-04-29,17995.00,5,
29353,4283,8,2022-04-29,28708.85,5,
29354,4284,3,2022-04-29,19718.70,2,5
29355,4285,6,2022-04-29,25074.00,4,5
29356,4286,14,2022-04-29,19597.00,3,
29357,4287,6,2022-04-29,18990.00,5,4
29358,4288,9,2022-04-29,26093.75,5,
29359,4289,13,2022-04-30,28014.80,5,
29360,4290,7,2022-04-30,25569.00,5,
29361,4291,3,2022-04-30,18990.00,5,5
29362,4292,7,2022-04-30,27537.75,5,5
29363,4293,1,2022-04-30,26167.80,5,
29364,4294,7,2022-04-30,25074.00,5,5
29365,4295,11,2022-04-30,79.00,,
29366,4296,3,2022-04-30,24.75,,
29367,4297,3,2022-04-30,20157.80,5,
29368,4298,3,2022-04-30,30480.00,5,
29369,4299,6,2022-04-30,19.80,,
29370,4300,8,2022-04-30,27217.00,5,4
29371,4301,7,2022-05-01,18569.00,3,2
29372,4302,12,2022-05-01,568.75,,
29373,4303,7,2022-05-01,18523.00,4,5
29374,4304,1,2022-05-01,103.75,,
29375,4305,7,2022-05-01,29847.00,5,
29376,4306,6,2022-05-01,25236.95,5,
29377,4307,7,2022-05-01,25999.90,5,
29378,4308,13,2022-05-01,162.95,,
29379,4309,8,2022-05-01,14.85,,
29380,4310,7,2022-05-01,26009.80,5,
29381,4311,15,2022-05-01,98.80,,
29382,4312,3,2022-05-01,27662.70,5,
29383,4314,9,2022-05-01,449.00,,
29384,4315,15,2022-05-01,28019.75,5,
29385,4316,15,2022-05-01,18004.90,3,
29386,4317,8,2022-05-01,28569.00,5,
29387,4318,1,2022-05-01,17995.00,2,
29388,4319,3,2022-05-01,20443.90,5,5
29389,4320,8,2022-05-01,26241.85,5,
29390,4321,12,2022-05-01,9.90,,
29391,4322,13,2022-05-01,28019.75,5,
29392,4324,6,2022-05-01,26093.75,5,
29393,4325,6,2022-05-01,26069.00,1,
29394,4326,6,2022-05-01,18074.00,5,
29395,4327,15,2022-05-01,25694.00,5,5
29396,4328,6,2022-05-01,26439.00,5,
29397,4329,12,2022-05-01,26208.80,3,5
29398,4330,8,2022-05-01,24.75,,
29399,4331,15,2022-05-01,28473.70,5,
29400,4332,1,2022-05-01,24.75,,
29401,4333,3,2022-05-01,29143.00,5,
29402,4334,6,2022-05-01,27688.95,5,
29403,4335,15,2022-05-01,18523.00,5,5
29404,4336,8,2022-05-01,26782.85,5,
29405,4337,6,2022-05-01,29847.00,5,
29406,4338,6,2022-05-01,19792.75,3,
29407,4339,7,2022-05-02,14.85,,
29408,4340,7,2022-05-02,19251.70,5,5
29409,4341,15,2022-05-02,18694.00,5,
29410,4342,3,2022-05-02,30578.80,3,
29411,4343,15,2022-05-02,25990.00,3,
29412,4344,14,2022-05-02,19518.00,2,
29413,4345,12,2022-05-02,19088.80,2,
29414,4346,7,2022-05-02,19499.85,2,
29415,4347,3,2022-05-02,21241.70,5,
29416,4348,9,2022-05-02,26009.80,2,5
29417,4349,14,2022-05-02,25444.00,4,5
29418,4350,3,2022-05-02,25990.00,5,
29419,4351,3,2022-05-02,28973.65,5,
29420,4352,12,2022-05-02,27064.00,5,
29421,4353,7,2022-05-02,18773.00,5,5
29422,4354,3,2022-05-03,27013.00,5,
29423,4355,14,2022-05-03,26985.00,5,
29424,4356,14,2022-05-03,18542.80,5,
29425,4357,14,2022-05-03,14.85,,
29426,4359,3,2022-05-03,26963.70,5,5
29427,4360,3,2022-05-03,19439.00,5,5
29428,4361,3,2022-05-03,27162.75,5,
29429,4362,3,2022-05-03,19504.80,3,
29430,4363,14,2022-05-03,18990.00,3,
29431,4364,3,2022-05-03,19518.00,5,
29432,4365,14,2022-05-03,17995.00,3,5
29433,4366,14,2022-05-03,18014.80,3,
29434,4367,14,2022-05-03,532.95,,
29435,4368,14,2022-05-04,18523.00,2,5
29436,4369,11,2022-05-04,29698.90,5,
29437,4370,8,2022-05-04,19093.75,4,
29438,4371,6,2022-05-04,19443.95,5,
29439,4372,8,2022-05-04,29426.00,5,
29440,4374,8,2022-05-04,27004.80,5,5
29441,4375,8,2022-05-04,108.70,,
29442,4376,8,2022-05-04,17995.00,5,
29443,4377,8,2022-05-04,19167.75,5,
29444,4378,6,2022-05-04,19985.00,1,
29445,4379,6,2022-05-04,18990.00,5,
29446,4380,8,2022-05-04,26768.00,2,
29447,4381,14,2022-05-04,19994.90,5,
29448,4382,6,2022-05-04,26542.75,5,
29449,4383,11,2022-05-05,18713.80,5,
29450,4384,6,2022-05-05,18024.70,2,
29451,4385,11,2022-05-05,19453.85,5,
29452,4386,11,2022-05-05,19069.00,4,
29453,4387,9,2022-05-05,18694.00,3,
29454,4388,7,2022-05-05,27708.75,5,
29455,4389,9,2022-05-06,19708.80,4,
29456,4391,6,2022-05-06,18990.00,4,
29457,4392,1,2022-05-06,19.80,,
29458,4393,13,2022-05-06,18458.85,1,
29459,4395,8,2022-05-06,18029.65,5,
29460,4397,13,2022-05-06,25453.90,4,
29461,4398,7,2022-05-06,18232.00,5,
29462,4399,1,2022-05-07,26934.00,5,
29463,4400,8,2022-05-07,28008.00,5,
29464,4401,1,2022-05-07,29689.00,5,
29465,4402,1,2022-05-07,18602.00,4,
29466,4403,3,2022-05-07,18990.00,4,
29467,4404,14,2022-05-07,26004.85,5,
29468,4405,8,2022-05-07,29439.00,5,
29469,4406,8,2022-05-07,27494.85,5,5
29470,4407,13,2022-05-07,19708.80,4,
29471,4408,9,2022-05-07,24.75,,
29472,4409,13,2022-05-07,28694.00,5,
29473,4410,6,2022-05-07,20698.85,2,
29474,4411,11,2022-05-07,28004.90,5,
29475,4412,8,2022-05-07,29018.00,5,
29476,4413,8,2022-05-07,20019.65,5,
29477,4414,8,2022-05-07,24.75,,
29478,4415,7,2022-05-07,18074.00,5,
29479,4416,14,2022-05-07,18444.00,5,
29480,4417,6,2022-05-07,18014.80,5,
29481,4419,6,2022-05-07,19069.00,5,
29482,4421,7,2022-05-07,19439.00,4,
29483,4422,8,2022-05-07,29458.80,5,
29484,4423,14,2022-05-07,18990.00,5,
29485,4425,1,2022-05-07,19069.00,5,
29486,4426,14,2022-05-07,17995.00,5,
29487,4427,7,2022-05-07,26564.00,3,
29488,4428,6,2022-05-08,18074.00,5,
29489,4429,1,2022-05-08,27434.00,5,
29490,4430,6,2022-05-08,26014.75,5,
29491,4431,1,2022-05-08,19.80,,
29492,4432,15,2022-05-08,18074.00,5,
29493,4433,6,2022-05-08,25523.00,5,
29494,4434,8,2022-05-08,29713.75,5,
29495,4435,6,2022-05-08,4.95,,
29496,4436,15,2022-05-08,18074.00,5,
29497,4437,1,2022-05-08,19564.00,5,
29498,4438,8,2022-05-08,113.65,,
29499,4441,8,2022-05-08,19718.70,5,
29500,4442,15,2022-05-08,29069.00,2,
29501,4443,3,2022-05-08,26689.00,5,
29502,4445,1,2022-05-08,30633.00,5,
29503,4446,9,2022-05-08,29004.85,5,
29504,4447,8,2022-05-08,29.70,,
29505,4448,7,2022-05-09,18182.70,5,
29506,4449,14,2022-05-09,21231.80,5,
29507,4450,7,2022-05-09,26527.90,5,
29508,4451,9,2022-05-09,27782.80,5,5
29509,4452,14,2022-05-09,19463.75,5,
29510,4453,14,2022-05-09,19004.85,4,
29511,4454,12,2022-05-09,25029.65,5,
29512,4455,3,2022-05-09,19098.70,5,
29513,4458,14,2022-05-09,19518.00,5,
29514,4459,9,2022-05-09,25029.65,5,
29515,4460,7,2022-05-09,26439.00,5,
29516,4461,3,2022-05-09,20703.80,5,
29517,4462,14,2022-05-09,26985.00,5,
29518,4463,14,2022-05-10,26098.70,4,
29519,4464,3,2022-05-10,26518.00,5,
29520,4465,3,2022-05-10,39.60,,
29521,4466,11,2022-05-10,27995.00,5,
29522,4467,14,2022-05-10,27014.70,5,
29523,4468,11,2022-05-11,28990.00,4,
29524,4469,8,2022-05-11,27684.00,4,
29525,4470,8,2022-05-11,26588.75,2,
29526,4471,14,2022-05-11,20004.80,1,
29527,4472,8,2022-05-11,26009.80,2,
29528,4473,11,2022-05-11,18708.85,3,
29529,4475,8,2022-05-11,30138.00,5,
29530,4476,8,2022-05-11,25999.90,5,
29531,4478,14,2022-05-11,449.00,,
29532,4480,11,2022-05-12,17995.00,1,
29533,4481,1,2022-05-12,18990.00,5,
29534,4482,1,2022-05-12,28152.80,4,
29535,4483,1,2022-05-12,79.00,,
29536,4484,7,2022-05-12,26009.80,1,
29537,4485,6,2022-05-12,18852.00,5,
29538,4486,7,2022-05-12,18004.90,3,
29539,4487,7,2022-05-13,17995.00,2,
29540,4488,3,2022-05-13,26518.00,5,
29541,4489,9,2022-05-13,18074.00,5,
29542,4490,11,2022-05-13,26689.00,5,
29543,4491,1,2022-05-13,25616.85,5,
29544,4492,1,2022-05-13,25569.00,5,
29545,4493,14,2022-05-13,26069.00,4,
29546,4494,1,2022-05-13,26708.80,5,
29547,4495,9,2022-05-14,18713.80,4,
29548,4496,3,2022-05-14,29518.00,5,
29549,4497,11,2022-05-14,29458.80,5,
29550,4498,3,2022-05-14,20152.85,5,
29551,4499,1,2022-05-14,18694.00,1,
29552,4500,12,2022-05-14,26985.00,5,
29553,4501,7,2022-05-14,18074.00,3,
29554,4502,9,2022-05-14,18990.00,5,
29555,4503,1,2022-05-14,18490.00,5,
29556,4505,11,2022-05-14,18990.00,4,
29557,4506,12,2022-05-14,26485.00,5,
29558,4507,8,2022-05-14,27218.65,5,
29559,4508,3,2022-05-15,19689.00,5,
29560,4509,6,2022-05-15,25602.00,1,
29561,4510,3,2022-05-15,29009.80,5,
29562,4511,12,2022-05-15,17995.00,2,
29563,4512,15,2022-05-15,34.65,,
29564,4513,7,2022-05-15,28569.00,5,
29565,4514,13,2022-05-15,19689.00,5,
29566,4515,8,2022-05-15,79.00,,
29567,4516,13,2022-05-15,30315.80,5,
29568,4517,8,2022-05-15,19792.75,5,
29569,4518,8,2022-05-15,19564.00,5,
29570,4519,6,2022-05-15,29.70,,
29571,4521,7,2022-05-15,19985.00,5,
29572,4522,7,2022-05-15,18990.00,2,
29573,4523,8,2022-05-15,26083.85,5,
29574,4524,9,2022-05-15,18463.80,2,
29575,4525,7,2022-05-15,26073.95,5,
29576,4526,8,2022-05-15,18024.70,5,
29577,4527,15,2022-05-15,28698.95,4,
29578,4528,15,2022-05-15,18009.85,5,
29579,4529,1,2022-05-15,25990.00,5,
29580,4530,6,2022-05-15,19518.00,5,
29581,4531,14,2022-05-16,19.80,,
29582,4532,7,2022-05-16,19453.85,2,
29583,4533,3,2022-05-16,25014.80,5,
29584,4534,12,2022-05-16,27995.00,5,
29585,4535,9,2022-05-16,26069.00,5,
29586,4536,15,2022-05-16,24995.00,5,
29587,4537,11,2022-05-17,25074.00,2,
29588,4538,3,2022-05-17,29439.00,5,
29589,4539,14,2022-05-17,18802.70,4,
29590,4540,3,2022-05-17,26485.00,5,
29591,4542,3,2022-05-17,20019.65,4,
29592,4543,14,2022-05-17,26069.00,2,
29593,4545,11,2022-05-18,25990.00,5,
29594,4546,11,2022-05-18,29.70,,
29595,4548,11,2022-05-18,24995.00,5,
29596,4549,6,2022-05-18,27138.00,3,
29597,4550,14,2022-05-18,26453.85,5,
29598,4551,14,2022-05-18,18236.95,2,
29599,4552,8,2022-05-18,19736.80,5,
29600,4553,6,2022-05-18,29162.80,5,
29601,4554,11,2022-05-18,28453.90,5,
29602,4555,8,2022-05-18,29069.00,4,
29603,4556,6,2022-05-19,18990.00,4,
29604,4557,9,2022-05-19,28698.95,4,
29605,4558,9,2022-05-19,28463.80,5,
29606,4559,6,2022-05-19,29985.00,5,
29607,4560,8,2022-05-19,27999.95,4,
29608,4561,1,2022-05-19,26014.75,5,
29609,4562,3,2022-05-20,34.65,,
29610,4563,6,2022-05-20,28694.00,5,
29611,4564,14,2022-05-20,25881.70,5,
29612,4565,14,2022-05-20,25723.70,5,
29613,4567,13,2022-05-20,18444.00,4,
29614,4568,8,2022-05-20,18074.00,1,
29615,4569,1,2022-05-20,26189.00,5,
29616,4570,7,2022-05-20,20198.85,4,
29617,4571,9,2022-05-20,19172.70,5,
29618,4572,14,2022-05-20,478.70,,
29619,4573,14,2022-05-20,18074.00,3,
29620,4574,8,2022-05-20,19689.00,5,
29621,4576,1,2022-05-20,29689.00,5,
29622,4577,1,2022-05-20,25504.85,5,
29623,4578,8,2022-05-20,19009.80,3,
29624,4579,6,2022-05-20,29768.00,5,
29625,4580,7,2022-05-20,19009.80,5,
29626,4581,1,2022-05-20,25598.70,5,
29627,4582,7,2022-05-20,18093.80,5,
29628,4583,14,2022-05-20,18773.00,3,
29629,4584,11,2022-05-20,26009.80,5,
29630,4585,9,2022-05-20,29518.00,5,
29631,4586,7,2022-05-20,18990.00,5,
29632,4587,6,2022-05-20,18797.75,5,
29633,4588,3,2022-05-21,29.70,,
29634,4589,6,2022-05-21,25074.00,5,
29635,4590,3,2022-05-21,28468.75,3,
