orderid,custid,sellerid,odate,ototal,ordsatisfac,delsatisfac
29035,3934,3,2022-03-21,20494.85,5,5
29036,3935,3,2022-03-22,27929.00,5,4
29037,3937,11,2022-03-23,28728.65,1,4
29038,3938,11,2022-03-23,19143.00,5,5
29039,3939,11,2022-03-23,18444.00,2,3
29040,3940,11,2022-03-24,18453.90,3,3
29041,3941,8,2022-03-24,19485.00,5,3
29042,3943,7,2022-03-25,25078.95,4,5
29043,3944,7,2022-03-25,19439.00,5,5
29044,3945,3,2022-03-25,29439.00,4,5
29045,3946,6,2022-03-25,20064.00,5,5
29046,3947,1,2022-03-25,24999.95,4,5
29047,3948,6,2022-03-25,29689.00,5,5
29048,3949,9,2022-03-25,14.85,,
29049,3950,8,2022-03-25,28019.75,5,5
29050,3951,8,2022-03-25,19069.00,3,5
29051,3952,7,2022-03-25,28602.00,5,5
29052,3953,8,2022-03-25,25478.65,5,5
29053,3954,14,2022-03-26,20763.00,4,5
29054,3956,3,2022-03-26,20236.80,5,3
29055,3957,7,2022-03-26,18990.00,5,4
29056,3958,8,2022-03-26,17995.00,4,5
29057,3959,8,2022-03-26,25990.00,5,4
29058,3961,8,2022-03-26,25990.00,1,5
29059,3962,13,2022-03-26,28024.70,5,5
29060,3963,14,2022-03-26,26098.70,1,5
29061,3964,13,2022-03-27,20138.00,5,5
29062,3965,8,2022-03-27,25723.70,5,2
29063,3966,8,2022-03-27,25718.75,5,2
29064,3967,7,2022-03-27,26069.00,5,5
29065,3968,15,2022-03-27,28523.00,4,5
29066,3969,9,2022-03-27,29713.75,3,1
29067,3970,8,2022-03-27,26143.00,5,2
29068,3971,8,2022-03-27,27943.85,5,2
29069,3972,3,2022-03-27,26009.80,5,5
29070,3973,12,2022-03-27,19485.00,5,1
29071,3974,8,2022-03-27,26069.00,5,5
29072,3975,9,2022-03-27,18694.00,3,5
29073,3976,3,2022-03-27,20320.75,5,5
29074,3977,12,2022-03-27,25153.00,5,5
29075,3978,7,2022-03-27,26689.00,3,5
29076,3979,12,2022-03-27,28746.80,5,4
29077,3980,7,2022-03-27,9.90,,
29078,3981,3,2022-03-28,21707.00,5,5
29079,3982,9,2022-03-28,18153.00,2,3
29080,3983,3,2022-03-28,27138.00,5,5
29081,3985,14,2022-03-29,18014.80,3,5
29082,3987,11,2022-03-30,28232.00,5,3
29083,3988,8,2022-03-30,27342.00,5,5
29084,3989,8,2022-03-30,19485.00,3,5
29085,3990,7,2022-03-31,25524.65,4,5
29086,3991,7,2022-03-31,25999.90,2,5
29087,3992,11,2022-03-31,18552.70,5,2
29088,3993,14,2022-04-01,26439.00,1,1
29089,3994,1,2022-04-01,25990.00,5,5
29090,3995,6,2022-04-01,18990.00,5,5
29091,3996,14,2022-04-01,19448.90,5,5
29092,3997,3,2022-04-01,27231.85,5,1
29093,3998,8,2022-04-01,18024.70,5,1
29094,3999,3,2022-04-01,18074.00,5,5
29095,4000,9,2022-04-01,30231.85,5,2
29096,4001,3,2022-04-01,453.95,,
29097,4002,6,2022-04-01,29251.70,5,5
29098,4003,1,2022-04-01,30073.90,5,5
29099,4004,8,2022-04-01,27943.85,5,5
29100,4006,3,2022-04-01,20184.00,5,5
29101,4007,13,2022-04-01,174.00,,
29102,4008,13,2022-04-01,19152.90,5,3
29103,4009,8,2022-04-01,9.90,,
29104,4010,11,2022-04-02,18694.00,3,1
29105,4011,3,2022-04-02,19157.85,5,5
29106,4013,14,2022-04-02,20698.85,5,5
29107,4014,8,2022-04-02,25990.00,5,2
29108,4015,7,2022-04-02,26103.65,5,5
29109,4016,6,2022-04-02,25807.65,5,5
29110,4017,7,2022-04-02,18694.00,5,3
29111,4018,1,2022-04-02,25537.85,5,5
29112,4020,13,2022-04-02,28098.75,3,5
29113,4021,9,2022-04-02,19994.90,5,4
29114,4022,1,2022-04-03,528.00,,
29115,4023,13,2022-04-03,29143.00,5,5
29116,4024,7,2022-04-03,19439.00,5,3
29117,4025,3,2022-04-03,26463.75,5,5
29118,4026,6,2022-04-03,19504.80,1,5
29119,4027,13,2022-04-03,19463.75,5,5
29120,4028,8,2022-04-03,19004.85,5,5
29121,4029,15,2022-04-03,17995.00,1,5
29122,4030,8,2022-04-03,19208.80,5,5
29123,4031,6,2022-04-03,25458.85,5,5
29124,4032,7,2022-04-03,26069.00,5,5
29125,4033,8,2022-04-03,25990.00,4,5
29126,4034,6,2022-04-03,19985.00,2,5
29127,4035,9,2022-04-03,30004.80,5,5
29128,4036,7,2022-04-03,29203.85,5,4
29129,4037,12,2022-04-03,26657.85,2,3
29130,4038,12,2022-04-03,18990.00,5,4
29131,4039,7,2022-04-03,27480.00,4,2
29132,4041,15,2022-04-03,18004.90,5,3
29133,4042,7,2022-04-03,18524.65,5,5
29134,4043,7,2022-04-03,26458.80,4,3
29135,4044,6,2022-04-03,34.65,,
29136,4045,8,2022-04-03,26537.80,5,4
29137,4046,13,2022-04-03,25523.00,5,2
29138,4047,7,2022-04-03,19009.80,4,5
29139,4048,15,2022-04-03,27995.00,5,3
29140,4049,1,2022-04-03,29689.00,4,5
29141,4050,9,2022-04-03,18004.90,5,5
29142,4051,3,2022-04-04,19222.00,5,3
29143,4052,14,2022-04-04,18990.00,2,3
29144,4053,12,2022-04-04,20064.00,5,5
29145,4054,12,2022-04-04,19689.00,5,5
29146,4055,14,2022-04-04,261.75,,
29147,4057,12,2022-04-04,18519.70,4,5
29148,4058,7,2022-04-04,19985.00,5,5
29149,4059,14,2022-04-05,29069.00,5,4
29150,4060,11,2022-04-05,29236.85,2,4
29151,4061,11,2022-04-05,28444.00,4,4
29152,4062,3,2022-04-05,28147.85,5,5
29153,4064,11,2022-04-05,17995.00,5,5
29154,4065,14,2022-04-05,18773.00,3,2
29155,4066,3,2022-04-05,26018.00,5,5
29156,4067,11,2022-04-05,19689.00,1,2
29157,4068,14,2022-04-05,19782.85,4,5
29158,4069,3,2022-04-05,27037.75,5,5
29159,4070,8,2022-04-06,25458.85,5,5
29160,4071,11,2022-04-06,29167.75,5,1
29161,4072,8,2022-04-06,26222.00,3,5
29162,4073,11,2022-04-06,28787.85,1,2
29163,4074,14,2022-04-06,27296.00,4,3
29164,4075,11,2022-04-06,9.90,,
29165,4076,11,2022-04-06,18694.00,5,4
29166,4077,11,2022-04-06,28728.65,3,5
29167,4078,8,2022-04-06,26009.80,5,5
29168,4079,11,2022-04-07,18463.80,5,2
29169,4080,11,2022-04-07,28444.00,1,3
29170,4081,7,2022-04-07,26518.00,2,5
29171,4082,11,2022-04-07,19708.80,5,4
29172,4083,7,2022-04-07,27138.00,5,5
29173,4084,6,2022-04-07,26518.00,5,5
29174,4085,9,2022-04-07,18718.75,4,4
29175,4086,6,2022-04-08,25773.00,5,5
29176,4087,6,2022-04-08,19999.85,2,5
29177,4088,7,2022-04-08,17995.00,5,5
29178,4089,9,2022-04-08,29693.95,5,
29179,4090,1,2022-04-08,18490.00,5,5
29180,4091,1,2022-04-08,19985.00,5,5
29181,4092,7,2022-04-08,19689.00,5,4
29182,4093,8,2022-04-08,28698.95,5,5
29183,4094,7,2022-04-08,25019.75,4,4
29184,4095,6,2022-04-09,18990.00,5,5
29185,4096,1,2022-04-09,19223.65,5,5
29186,4097,13,2022-04-09,18542.80,5,5
29187,4098,11,2022-04-09,30138.00,4,2
29188,4099,14,2022-04-09,18990.00,5,5
29189,4100,15,2022-04-09,17995.00,5,2
29190,4101,6,2022-04-09,19143.00,4,5
29191,4102,1,2022-04-09,30218.65,5,5
29192,4103,12,2022-04-09,26009.80,5,5
29193,4104,1,2022-04-09,26019.70,5,4
29194,4105,1,2022-04-09,29143.00,5,5
29195,4106,15,2022-04-09,19.80,,
29196,4107,15,2022-04-09,17995.00,4,5
29197,4108,8,2022-04-09,29088.80,5,4
29198,4109,8,2022-04-09,26019.70,5,5
29199,4110,14,2022-04-09,18527.95,4,5
29200,4111,13,2022-04-09,473.75,,
29201,4112,7,2022-04-09,19985.00,5,3
29202,4113,12,2022-04-10,26004.85,5,5
29203,4114,3,2022-04-10,28999.90,5,
29204,4115,3,2022-04-10,28700.80,4,3
29205,4116,13,2022-04-10,24.75,,
29206,4117,7,2022-04-10,27064.00,5,5
29207,4118,6,2022-04-10,19222.00,2,4
29208,4119,9,2022-04-10,26689.00,5,1
29209,4120,13,2022-04-10,19792.75,5,5
29210,4121,7,2022-04-10,19069.00,5,5
29211,4122,6,2022-04-10,18009.85,5,2
29212,4123,8,2022-04-10,19004.85,3,5
29213,4124,3,2022-04-10,34.65,,
29214,4125,3,2022-04-10,30143.00,5,
29215,4128,15,2022-04-10,28990.00,2,5
29216,4129,12,2022-04-10,18098.75,3,1
29217,4130,1,2022-04-10,19463.75,5,4
29218,4131,3,2022-04-10,29.70,,
29219,4132,12,2022-04-10,19069.00,4,4
29220,4133,8,2022-04-10,27434.00,5,2
29221,4134,13,2022-04-10,25990.00,5,4
29222,4135,13,2022-04-10,19157.85,3,5
29223,4136,6,2022-04-10,17995.00,5,5
29224,4137,1,2022-04-10,18509.80,5,5
29225,4138,8,2022-04-10,21389.80,2,5
29226,4139,15,2022-04-11,18074.00,1,5
29227,4140,15,2022-04-11,18723.70,2,3
29228,4141,9,2022-04-11,29463.75,5,4
29229,4142,12,2022-04-11,27184.00,5,4
29230,4144,7,2022-04-11,34.65,,
29231,4145,3,2022-04-12,25458.85,5,4
29232,4146,11,2022-04-12,103.75,,
29233,4147,3,2022-04-12,25103.70,5,5
29234,4148,11,2022-04-12,28458.85,3,5
29235,4149,3,2022-04-12,26069.00,2,3
29236,4150,3,2022-04-12,18773.00,5,1
29237,4151,6,2022-04-13,17995.00,5,5
29238,4152,11,2022-04-13,27995.00,4,
29239,4153,11,2022-04-13,19689.00,4,4
29240,4154,6,2022-04-13,18703.90,5,5
29241,4155,6,2022-04-13,19069.00,5,5
29242,4156,9,2022-04-14,14.85,,
29243,4157,8,2022-04-14,19019.70,5,5
29244,4158,7,2022-04-14,26448.90,5,5
29245,4159,1,2022-04-14,20342.00,5,4
29246,4160,1,2022-04-14,18074.00,3,5
29247,4161,11,2022-04-14,18187.65,5,2
29248,4162,14,2022-04-15,25014.80,1,5
29249,4163,1,2022-04-15,14.85,,
29250,4164,7,2022-04-15,26564.00,5,5
29251,4165,8,2022-04-15,19439.00,5,5
29252,4166,6,2022-04-15,25773.00,2,5
29253,4167,14,2022-04-15,79.00,,
29254,4168,1,2022-04-15,19934.00,5,5
29255,4169,3,2022-04-16,83.95,,
29256,4170,8,2022-04-16,26162.80,5,5
29257,4171,9,2022-04-16,29547.70,5,
29258,4172,9,2022-04-16,19708.80,5,4
29259,4173,13,2022-04-16,14.85,,
29260,4174,7,2022-04-16,25014.80,5,
29261,4175,14,2022-04-16,20004.80,4,4
29262,4176,12,2022-04-16,19485.00,5,5
29263,4177,6,2022-04-16,26950.75,5,5
29264,4178,7,2022-04-16,24995.00,5,5
29265,4179,6,2022-04-16,19518.00,5,5
29266,4180,3,2022-04-16,27517.95,5,5
29267,4181,3,2022-04-17,95.00,,
29268,4182,7,2022-04-17,17995.00,4,
29269,4183,7,2022-04-17,26009.80,5,5
29270,4184,15,2022-04-17,18108.65,5,4
29271,4185,15,2022-04-17,79.00,,
29272,4186,15,2022-04-17,18074.00,3,
29273,4187,15,2022-04-17,28787.85,5,
29274,4188,15,2022-04-17,27995.00,5,
29275,4189,1,2022-04-17,449.00,,
29276,4190,8,2022-04-17,26069.00,3,5
29277,4191,12,2022-04-17,19703.85,5,5
29278,4192,12,2022-04-17,26009.80,5,4
29279,4193,9,2022-04-17,17995.00,5,
29280,4194,15,2022-04-17,28990.00,4,
29281,4195,6,2022-04-17,19.80,,
29282,4196,13,2022-04-17,17995.00,5,3
29283,4197,3,2022-04-17,31657.70,5,5
29284,4198,6,2022-04-17,293.75,,
29285,4199,7,2022-04-17,25014.80,5,5
29286,4200,3,2022-04-18,103.75,,
29287,4201,15,2022-04-18,17995.00,3,5
29288,4202,15,2022-04-18,24.75,,
29289,4203,9,2022-04-18,28703.90,5,
29290,4204,12,2022-04-18,30717.00,5,5
29291,4205,3,2022-04-19,25990.00,5,
29292,4206,3,2022-04-19,25261.70,1,
29293,4207,3,2022-04-19,19468.70,5,5
29294,4208,11,2022-04-19,26073.95,5,5
29295,4209,11,2022-04-19,28773.00,5,
29296,4210,3,2022-04-19,26157.85,5,
29297,4211,3,2022-04-19,26439.00,5,3
29298,4212,3,2022-04-19,28999.90,3,
29299,4214,3,2022-04-19,19.80,,
29300,4215,14,2022-04-20,25232.00,5,5
29301,4216,14,2022-04-20,26463.75,5,5
29302,4217,8,2022-04-20,26537.80,5,5
29303,4218,11,2022-04-20,18009.85,5,5
29304,4219,8,2022-04-20,27509.70,5,5
29305,4220,8,2022-04-20,18172.80,5,3
29306,4222,1,2022-04-21,19189.00,5,5
29307,4223,7,2022-04-21,18990.00,5,5
29308,4225,8,2022-04-22,29689.00,5,
29309,4226,1,2022-04-22,19985.00,5,
29310,4227,8,2022-04-22,19.80,,
29311,4228,14,2022-04-22,20073.90,4,
29312,4229,1,2022-04-22,26509.75,5,4
29313,4230,7,2022-04-22,26509.75,5,5
29314,4231,11,2022-04-22,27995.00,5,
29315,4232,1,2022-04-22,27064.00,5,
29316,4233,8,2022-04-22,449.00,,
29317,4234,13,2022-04-22,24995.00,5,5
29318,4235,3,2022-04-22,19689.00,5,5
29319,4236,14,2022-04-22,17995.00,2,5
29320,4237,8,2022-04-22,19458.80,5,5
29321,4238,14,2022-04-22,18537.85,1,5
29322,4239,3,2022-04-22,26468.70,5,
29323,4240,9,2022-04-22,18792.80,5,
29324,4241,13,2022-04-22,28708.85,5,
29325,4242,13,2022-04-22,28009.85,5,3
29326,4243,1,2022-04-23,20217.00,5,5
29327,4244,14,2022-04-23,26703.85,3,1
29328,4245,12,2022-04-23,14.85,,
29329,4246,11,2022-04-23,19.80,,
29330,4247,6,2022-04-23,18532.90,5,5
29331,4248,1,2022-04-23,449.00,,
29332,4249,12,2022-04-23,26499.85,2,5
29333,4250,12,2022-04-23,26708.80,5,5
29334,4251,8,2022-04-23,18588.80,3,2
29335,4252,13,2022-04-23,29143.00,3,
29336,4254,7,2022-04-23,26069.00,5,5
29337,4255,15,2022-04-23,25523.00,4,3
29338,4256,13,2022-04-23,18473.70,5,4
29339,4257,7,2022-04-23,26518.00,5,
29340,4258,8,2022-04-23,26246.80,5,
29341,4259,6,2022-04-23,26069.00,5,
29342,4260,7,2022-04-23,27995.00,5,
29343,4261,14,2022-04-23,25990.00,4,5
29344,4263,3,2022-04-23,18523.00,2,5
29345,4264,3,2022-04-23,26093.75,5,5
29346,4265,14,2022-04-23,28876.75,5,
29347,4266,3,2022-04-23,18578.90,5,5
29348,4267,6,2022-04-24,19985.00,4,5
29349,4268,6,2022-04-24,20004.80,4,5
29350,4269,3,2022-04-24,29172.70,5,
29351,4270,8,2022-04-24,19485.00,5,
29352,4271,9,2022-04-24,30241.75,5,
29353,4272,8,2022-04-24,79.00,,
29354,4273,15,2022-04-24,28994.95,4,
29355,4274,15,2022-04-24,24995.00,2,3
29356,4275,8,2022-04-24,26768.00,5,4
29357,4277,12,2022-04-24,25074.00,5,5
29358,4278,6,2022-04-24,28277.80,5,5
29359,4279,9,2022-04-24,29527.90,5,
29360,4280,7,2022-04-24,18074.00,5,4
29361,4281,13,2022-04-24,24995.00,5,
29362,4282,7,2022-04-24,27157.85,2,
29363,4283,8,2022-04-24,28004.90,5,4
29364,4284,9,2022-04-24,79.00,,
29365,4285,13,2022-04-24,4.95,,
29366,4286,15,2022-04-24,28782.90,5,
29367,4287,7,2022-04-25,449.00,,
29368,4288,15,2022-04-25,17995.00,5,
29369,4289,7,2022-04-25,26985.00,4,5
29370,4290,15,2022-04-25,18478.65,3,
29371,4291,12,2022-04-25,19.80,,
29372,4292,15,2022-04-25,18103.70,5,3
29373,4293,3,2022-04-25,28473.70,5,
29374,4294,14,2022-04-26,17995.00,5,5
29375,4296,3,2022-04-26,29088.80,5,
29376,4297,14,2022-04-26,20064.00,4,
29377,4298,14,2022-04-26,26088.80,5,
29378,4299,11,2022-04-26,18009.85,3,5
29379,4300,11,2022-04-26,18708.85,5,
29380,4301,11,2022-04-27,18444.00,5,5
29381,4302,8,2022-04-27,26014.75,5,4
29382,4303,8,2022-04-27,29.70,,
29383,4304,6,2022-04-27,29004.85,5,
29384,4306,8,2022-04-27,30684.00,5,
29385,4307,8,2022-04-27,29143.00,5,
29386,4308,8,2022-04-27,27693.90,5,5
29387,4309,9,2022-04-28,30138.00,5,
29388,4310,11,2022-04-28,18444.00,5,5
29389,4311,7,2022-04-28,18153.00,5,
29390,4313,11,2022-04-28,28014.80,5,
29391,4314,9,2022-04-28,25694.00,5,2
29392,4315,6,2022-04-28,18074.00,5,5
29393,4316,7,2022-04-28,26542.75,5,
29394,4317,1,2022-04-29,25074.00,5,2
29395,4318,7,2022-04-29,20171.00,2,
29396,4319,1,2022-04-29,17995.00,5,5
29397,4320,8,2022-04-29,28014.80,5,
29398,4321,9,2022-04-30,19143.00,5,
29399,4322,15,2022-04-30,19227.00,4,1
29400,4323,13,2022-04-30,108.70,,
29401,4324,3,2022-04-30,20138.00,2,
29402,4325,3,2022-04-30,19994.90,4,
29403,4327,15,2022-04-30,29518.00,5,
29404,4328,1,2022-04-30,20217.00,5,
29405,4329,3,2022-05-01,20078.85,5,
29406,4330,6,2022-05-01,18103.70,5,
29407,4332,9,2022-05-01,27143.00,5,
29408,4333,9,2022-05-01,19222.00,5,
29409,4334,9,2022-05-01,18723.70,5,
29410,4335,6,2022-05-01,20064.00,4,
29411,4336,8,2022-05-01,29958.75,5,
29412,4337,15,2022-05-01,26143.00,1,
29413,4338,7,2022-05-01,25246.85,4,5
29414,4339,6,2022-05-01,18083.90,4,
29415,4340,15,2022-05-01,18014.80,5,5
29416,4341,1,2022-05-01,29468.70,5,
29417,4342,13,2022-05-01,29689.00,5,
29418,4343,6,2022-05-01,26439.00,5,
29419,4344,3,2022-05-01,26994.90,5,5
29420,4345,9,2022-05-01,30152.85,5,
29421,4346,7,2022-05-01,25074.00,5,
29422,4347,8,2022-05-01,30559.00,5,
29423,4348,6,2022-05-01,25024.70,5,5
29424,4349,1,2022-05-01,93.85,,
29425,4350,1,2022-05-01,119.75,,
29426,4351,8,2022-05-01,29019.70,5,
29427,4352,9,2022-05-01,30138.00,5,
29428,4353,1,2022-05-01,27995.00,5,
29429,4354,7,2022-05-02,19018.00,4,5
29430,4355,7,2022-05-02,19236.85,5,5
29431,4359,7,2022-05-02,25074.00,5,3
29432,4360,12,2022-05-02,30263.00,5,
29433,4361,12,2022-05-02,26953.80,5,5
29434,4362,15,2022-05-02,17995.00,5,
29435,4363,7,2022-05-02,27559.00,2,
29436,4364,11,2022-05-03,28157.95,5,
29437,4365,14,2022-05-03,27513.00,4,4
29438,4366,3,2022-05-03,20231.85,5,
29439,4367,3,2022-05-03,28032.75,5,
29440,4368,3,2022-05-03,21707.00,5,
29441,4369,11,2022-05-03,18807.65,5,
29442,4370,11,2022-05-03,17995.00,4,5
29443,4371,8,2022-05-04,25463.80,5,
29444,4372,8,2022-05-04,30027.85,5,
29445,4373,8,2022-05-04,26148.00,5,
29446,4374,8,2022-05-04,19093.75,5,
29447,4375,8,2022-05-04,18514.75,5,
29448,4376,11,2022-05-04,25444.00,5,4
29449,4377,11,2022-05-04,26069.00,5,
29450,4378,14,2022-05-04,19768.00,2,
29451,4379,6,2022-05-04,19611.85,5,5
29452,4380,14,2022-05-04,24995.00,4,5
29453,4381,11,2022-05-04,18004.90,5,
29454,4382,11,2022-05-04,18994.95,5,5
29455,4383,14,2022-05-04,4.95,,
29456,4384,14,2022-05-04,25074.00,4,
29457,4385,8,2022-05-05,31258.00,3,
29458,4386,1,2022-05-05,25074.00,5,
29459,4387,7,2022-05-05,25490.00,5,
29460,4388,8,2022-05-05,25504.85,5,
29461,4389,8,2022-05-05,17995.00,5,
29462,4390,8,2022-05-05,27787.75,5,
29463,4391,1,2022-05-05,28179.00,5,
29464,4392,9,2022-05-05,18468.75,5,
29465,4393,1,2022-05-05,18523.00,5,
29466,4394,1,2022-05-05,26689.00,5,
29467,4395,9,2022-05-05,28074.00,5,
29468,4396,6,2022-05-05,26985.00,5,
29469,4397,8,2022-05-05,26227.00,5,
29470,4398,9,2022-05-05,29073.95,2,
29471,4399,7,2022-05-05,26943.90,5,
29472,4400,6,2022-05-06,25444.00,5,
29473,4401,8,2022-05-06,27064.00,5,
29474,4402,13,2022-05-06,18014.80,4,
29475,4403,6,2022-05-06,26093.75,5,
29476,4404,7,2022-05-06,19268.00,4,
29477,4405,8,2022-05-06,25990.00,5,
29478,4406,1,2022-05-06,18074.00,5,
29479,4407,8,2022-05-06,18074.00,1,
29480,4408,3,2022-05-06,25444.00,5,
29481,4409,1,2022-05-06,19485.00,5,
29482,4410,9,2022-05-06,24.75,,
29483,4411,7,2022-05-06,27152.90,2,
29484,4412,7,2022-05-06,20559.00,5,
29485,4414,11,2022-05-06,25773.00,1,
29486,4415,9,2022-05-06,29768.00,3,
29487,4416,1,2022-05-06,26069.00,5,
29488,4417,8,2022-05-06,26934.00,5,
29489,4418,15,2022-05-07,25463.80,5,
29490,4419,11,2022-05-07,25074.00,2,
29491,4420,12,2022-05-07,19172.70,4,
29492,4421,14,2022-05-07,19485.00,4,
29493,4422,13,2022-05-07,26453.85,5,
29494,4423,3,2022-05-07,24.75,,
29495,4424,3,2022-05-07,18444.00,3,
29496,4425,14,2022-05-07,25990.00,2,
29497,4427,11,2022-05-07,25694.00,3,
29498,4428,13,2022-05-07,28694.00,5,
29499,4429,7,2022-05-07,20782.80,5,
29500,4430,8,2022-05-07,26069.00,5,
29501,4431,6,2022-05-07,18708.85,2,
29502,4432,7,2022-05-07,27088.75,5,
29503,4433,7,2022-05-07,25852.00,5,
29504,4434,15,2022-05-07,28523.00,5,
29505,4435,1,2022-05-07,26439.00,5,
29506,4436,15,2022-05-07,18074.00,5,
29507,4437,1,2022-05-07,19148.00,4,
29508,4438,7,2022-05-07,27198.85,5,
29509,4439,6,2022-05-07,25990.00,5,
29510,4440,8,2022-05-07,26093.75,5,
29511,4441,1,2022-05-07,18727.00,5,
29512,4442,11,2022-05-07,19439.00,5,
29513,4443,8,2022-05-07,14.85,,
29514,4444,3,2022-05-07,28078.95,5,
29515,4445,15,2022-05-07,25074.00,5,5
29516,4446,3,2022-05-07,26458.80,5,
29517,4447,8,2022-05-07,19689.00,5,
29518,4448,8,2022-05-07,26518.00,2,
29519,4450,14,2022-05-07,26172.75,5,
29520,4451,6,2022-05-07,19768.00,5,
29521,4453,6,2022-05-07,20064.00,3,
29522,4454,8,2022-05-07,28990.00,5,
29523,4455,13,2022-05-07,18694.00,2,
29524,4456,6,2022-05-08,25074.00,5,
29525,4457,15,2022-05-08,17995.00,5,
29526,4458,1,2022-05-08,30014.70,4,
29527,4459,9,2022-05-08,27995.00,5,
29528,4460,7,2022-05-08,25153.00,5,
29529,4461,13,2022-05-08,19004.85,2,
29530,4462,7,2022-05-08,19069.00,5,
29531,4463,6,2022-05-08,19689.00,5,
29532,4464,6,2022-05-08,18074.00,1,
29533,4465,7,2022-05-08,24995.00,5,
29534,4467,1,2022-05-08,29985.00,5,
29535,4468,15,2022-05-08,17995.00,3,
29536,4469,7,2022-05-08,19004.85,5,
29537,4470,7,2022-05-09,26768.00,5,
29538,4471,15,2022-05-09,28009.85,5,
29539,4474,12,2022-05-09,26069.00,5,
29540,4476,3,2022-05-09,18014.80,5,
29541,4477,14,2022-05-09,19093.75,1,
29542,4478,15,2022-05-09,18792.80,5,
29543,4479,3,2022-05-09,27251.65,5,
29544,4480,3,2022-05-09,26943.90,5,4
29545,4481,7,2022-05-09,26985.00,5,5
29546,4482,9,2022-05-09,30167.70,5,
29547,4483,11,2022-05-10,18014.80,5,
29548,4484,3,2022-05-10,19453.85,3,
29549,4485,3,2022-05-10,19453.85,5,
29550,4486,3,2022-05-10,27184.00,5,
29551,4487,14,2022-05-10,25718.75,3,
29552,4488,11,2022-05-10,18019.75,5,
29553,4489,3,2022-05-10,26689.00,5,
29554,4490,6,2022-05-11,26782.85,2,
29555,4491,8,2022-05-11,26069.00,5,
29556,4492,11,2022-05-11,18088.85,5,
29557,4493,14,2022-05-11,18004.90,2,
29558,4494,8,2022-05-11,18177.75,3,
29559,4495,6,2022-05-11,18990.00,3,
29560,4496,14,2022-05-11,20246.75,2,
29561,4497,8,2022-05-11,19004.85,5,
29562,4498,6,2022-05-11,29009.80,5,
29563,4500,11,2022-05-11,18444.00,1,
29564,4501,9,2022-05-12,29439.00,5,
29565,4502,11,2022-05-12,19713.75,5,
29566,4503,11,2022-05-12,28473.70,5,
29567,4504,8,2022-05-12,18694.00,4,
29568,4505,8,2022-05-12,28356.80,5,
29569,4508,11,2022-05-12,18557.65,3,
29570,4510,7,2022-05-12,25728.65,5,
29571,4511,11,2022-05-12,28694.00,5,
29572,4512,9,2022-05-12,18698.95,4,
29573,4513,1,2022-05-12,25990.00,5,
29574,4514,6,2022-05-12,19985.00,5,
29575,4515,9,2022-05-12,18014.80,5,
29576,4516,8,2022-05-13,473.75,,
29577,4517,8,2022-05-13,27825.65,4,
29578,4518,6,2022-05-13,20527.85,5,
29579,4519,1,2022-05-13,25074.00,5,
29580,4520,6,2022-05-13,19103.65,5,
29581,4521,13,2022-05-13,17995.00,4,
29582,4522,7,2022-05-13,18153.00,5,
29583,4523,7,2022-05-13,19069.00,4,
29584,4524,13,2022-05-13,25694.00,5,
29585,4525,6,2022-05-13,27995.00,3,
29586,4526,3,2022-05-13,26994.90,5,
29587,4527,11,2022-05-13,17999.95,2,
29588,4529,9,2022-05-13,19069.00,5,
29589,4530,11,2022-05-14,27231.85,4,
29590,4531,3,2022-05-14,26504.80,5,
29591,4532,6,2022-05-14,18074.00,4,
29592,4533,14,2022-05-14,18246.85,1,
29593,4534,3,2022-05-14,26167.75,5,
29594,4535,1,2022-05-14,18014.80,5,
29595,4536,12,2022-05-14,28504.85,5,
29596,4537,12,2022-05-14,26999.85,2,
29597,4538,6,2022-05-14,20083.80,5,
29598,4539,12,2022-05-14,18490.00,3,
29599,4540,6,2022-05-14,27527.85,5,
29600,4541,3,2022-05-14,27929.00,5,
29601,4542,14,2022-05-14,20671.00,3,
29602,4543,3,2022-05-14,19.80,,
29603,4544,14,2022-05-14,18773.00,4,
29604,4545,6,2022-05-14,544.00,,
29605,4546,14,2022-05-14,19078.90,2,
29606,4547,15,2022-05-14,25009.85,5,
29607,4549,13,2022-05-14,29069.00,5,
29608,4550,1,2022-05-14,27004.80,5,
29609,4551,3,2022-05-14,26468.70,5,
29610,4552,7,2022-05-14,18029.65,5,
29611,4553,14,2022-05-14,18990.00,3,
29612,4554,7,2022-05-14,25088.85,2,
29613,4555,12,2022-05-14,19708.80,4,
29614,4556,1,2022-05-14,26458.80,5,
29615,4557,8,2022-05-14,19014.75,3,
29616,4558,6,2022-05-14,26069.00,5,
29617,4559,14,2022-05-14,26116.80,5,
29618,4560,14,2022-05-14,26143.00,1,
29619,4561,6,2022-05-14,18187.65,5,
29620,4562,7,2022-05-14,19009.80,5,
29621,4563,8,2022-05-15,26578.85,4,
29622,4564,3,2022-05-15,18444.00,5,
29623,4565,13,2022-05-15,30138.00,2,
29624,4566,15,2022-05-15,24995.00,4,
29625,4567,1,2022-05-15,28723.70,5,
29626,4568,1,2022-05-15,18990.00,2,
29627,4569,6,2022-05-15,26443.95,5,
29628,4570,8,2022-05-15,30480.00,5,
29629,4571,7,2022-05-15,20537.75,5,
29630,4572,9,2022-05-15,4.95,,
29631,4573,13,2022-05-15,29143.00,5,
29632,4574,6,2022-05-15,26301.00,5,
29633,4575,8,2022-05-15,25509.80,5,
